Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
18.2,74.1,50.0,Clayey,Pulses,17,14,13,20-20
21.8,75.3,48.8,Black,Tobacco,38,31,42,17-17-17
32.1,64.5,46.0,Loamy,Maize,32,7,39,28-28
21.7,56.2,55.1,Red,Wheat,46,16,23,20-20
26.9,42.3,37.0,Black,Maize,45,12,10,Urea
25.7,62.7,32.6,Loamy,Pulses,27,17,35,20-20
35.3,71.3,25.3,Black,Groundnuts,49,13,5,Urea
37.8,63.9,52.3,Alluvial,Wheat,18,6,8,20-20
23.3,60.0,53.5,Black,Sugarcane,24,11,48,20-20
34.3,81.7,53.1,Black,Groundnuts,40,3,39,28-28
36.6,64.8,56.9,Clayey,Maize,38,37,43,17-17-17
36.9,73.6,54.2,Laterite,Maize,29,30,24,17-17-17
37.3,83.8,26.6,Red,Maize,15,37,9,10-26-26
29.2,78.8,58.2,Sandy,Tobacco,18,11,18,20-20
20.6,83.6,64.4,Laterite,Pulses,29,16,4,20-20
34.0,77.5,37.2,Red,Maize,5,15,49,20-20
35.8,49.9,52.1,Red,Maize,36,22,47,17-17-17
36.0,55.7,29.5,Red,Rice,27,32,17,20-20
19.1,46.4,48.9,Alluvial,Groundnuts,18,27,27,20-20
19.3,56.0,49.0,Black,Barley,25,10,43,20-20
37.1,50.4,35.1,Loamy,Millets,37,43,10,14-35-14
30.2,52.9,51.1,Red,Tobacco,11,2,39,DAP
26.0,68.7,60.4,Laterite,Maize,45,19,33,20-20
23.9,41.0,62.8,Clayey,Maize,40,10,47,28-28
22.7,59.0,61.8,Clayey,Millets,22,40,0,14-35-14
31.7,67.3,39.4,Clayey,Cotton,9,37,28,10-26-26
36.2,49.0,54.7,Alluvial,Rice,44,20,30,20-20
22.6,59.0,47.3,Clayey,Wheat,44,20,49,20-20
37.8,56.9,35.1,Laterite,Rice,38,48,40,17-17-17
30.0,60.4,41.3,Laterite,Tobacco,25,23,23,17-17-17
38.0,48.2,29.8,Laterite,Barley,20,47,30,20-20
35.0,73.8,43.0,Laterite,Barley,25,4,28,20-20
29.1,69.0,49.5,Loamy,Groundnuts,1,15,43,20-20
31.5,83.6,30.8,Black,Wheat,36,48,9,14-35-14
29.1,72.6,40.3,Laterite,Pulses,22,30,26,17-17-17
21.6,40.7,33.4,Alluvial,Millets,9,33,43,10-26-26
19.4,73.5,55.3,Loamy,Tobacco,6,8,6,20-20
23.7,83.8,47.3,Clayey,Wheat,27,13,44,28-28
24.3,82.4,59.0,Red,Pulses,18,17,38,20-20
21.6,65.8,64.4,Black,Sugarcane,46,25,7,14-35-14
18.8,74.3,31.7,Alluvial,Pulses,41,30,33,17-17-17
23.8,50.2,30.2,Clayey,Groundnuts,42,27,4,14-35-14
28.0,61.4,29.4,Red,Rice,14,21,22,20-20
33.9,58.6,31.1,Loamy,Pulses,29,8,44,28-28
22.2,65.1,56.5,Red,Rice,17,17,26,20-20
33.0,50.0,33.8,Alluvial,Tobacco,35,45,20,20-20
21.8,49.5,38.6,Clayey,Sugarcane,45,16,34,20-20
26.5,46.1,41.6,Sandy,Tobacco,23,42,1,14-35-14
19.6,69.6,51.2,Loamy,Maize,31,41,6,14-35-14
27.0,78.7,30.2,Laterite,Groundnuts,42,33,17,20-20
33.3,54.3,30.8,Red,Maize,49,15,0,20-20
34.4,74.9,62.5,Loamy,Tobacco,33,24,16,20-20
27.8,43.9,48.7,Black,Barley,4,6,11,20-20
35.9,51.6,34.6,Laterite,Rice,42,12,49,28-28
33.8,71.4,64.8,Laterite,Rice,41,17,23,20-20
23.2,50.0,53.4,Clayey,Maize,36,0,26,28-28
19.0,77.7,62.5,Red,Sugarcane,1,14,47,DAP
29.6,80.9,57.3,Laterite,Maize,34,24,36,17-17-17
27.5,75.9,30.1,Loamy,Groundnuts,13,47,28,10-26-26
23.5,80.9,43.6,Black,Groundnuts,18,40,29,10-26-26
23.2,62.0,51.1,Black,Groundnuts,46,29,31,17-17-17
30.8,82.4,33.5,Alluvial,Cotton,46,45,1,14-35-14
35.8,40.3,57.7,Clayey,Wheat,22,16,40,20-20
30.5,83.3,58.3,Alluvial,Rice,18,2,23,20-20
23.6,47.3,42.1,Loamy,Wheat,4,20,39,20-20
36.4,75.6,33.0,Alluvial,Wheat,20,32,40,20-20
23.7,62.9,45.4,Alluvial,Cotton,18,4,42,20-20
35.7,72.6,51.8,Black,Barley,4,12,11,20-20
28.4,69.5,46.1,Loamy,Groundnuts,44,10,0,Urea
31.4,82.8,44.4,Red,Tobacco,43,27,5,14-35-14
32.2,46.6,43.2,Sandy,Millets,8,19,9,20-20
34.8,53.1,62.2,Sandy,Tobacco,33,32,15,20-20
25.4,52.3,40.4,Loamy,Wheat,40,28,43,17-17-17
32.4,71.6,43.0,Sandy,Maize,2,24,1,20-20
22.6,78.2,30.6,Black,Wheat,48,40,34,17-17-17
34.1,73.1,62.0,Clayey,Sugarcane,47,47,30,17-17-17
24.9,73.6,50.0,Red,Groundnuts,37,47,31,17-17-17
34.6,66.6,39.3,Laterite,Sugarcane,15,38,24,10-26-26
24.2,79.3,38.5,Clayey,Maize,24,15,35,20-20
33.6,50.9,63.0,Black,Pulses,0,29,12,20-20
36.4,43.5,42.1,Black,Sugarcane,6,15,48,20-20
37.4,75.4,63.5,Red,Wheat,32,18,40,20-20
30.9,55.8,35.9,Alluvial,Sugarcane,32,24,19,20-20
33.4,72.5,63.6,Laterite,Tobacco,5,4,26,20-20
22.1,64.5,55.6,Black,Sugarcane,3,40,17,10-26-26
25.9,67.4,26.6,Black,Wheat,13,9,30,20-20
23.2,52.8,63.4,Sandy,Wheat,24,18,6,20-20
20.7,69.7,48.0,Loamy,Millets,27,14,37,28-28
35.2,59.1,61.6,Sandy,Cotton,25,9,24,20-20
36.2,62.6,35.8,Laterite,Barley,49,39,22,17-17-17
36.3,57.5,48.9,Alluvial,Tobacco,11,17,34,20-20
36.2,51.4,55.9,Sandy,Sugarcane,41,8,46,28-28
29.5,82.9,42.7,Clayey,Millets,33,37,45,17-17-17
25.0,49.8,48.4,Sandy,Sugarcane,41,45,22,17-17-17
19.3,44.5,41.8,Clayey,Rice,18,47,41,10-26-26
29.9,78.9,31.4,Clayey,Rice,33,32,36,17-17-17
21.1,68.2,27.9,Black,Pulses,2,3,14,20-20
30.7,70.3,52.2,Laterite,Groundnuts,36,32,44,17-17-17
22.5,78.1,44.7,Loamy,Rice,24,49,16,20-20
20.9,80.1,43.0,Clayey,Millets,6,44,39,10-26-26
24.5,75.9,33.4,Red,Maize,39,1,43,28-28
34.1,54.9,37.8,Black,Sugarcane,19,17,18,20-20
21.7,76.0,63.9,Clayey,Cotton,29,41,25,17-17-17
29.5,44.9,32.1,Sandy,Groundnuts,4,23,27,20-20
24.3,45.7,44.4,Black,Rice,10,12,11,20-20
26.7,58.3,39.8,Alluvial,Barley,1,11,3,20-20
32.5,40.7,36.6,Red,Tobacco,9,18,42,20-20
27.7,59.0,29.2,Laterite,Sugarcane,37,21,16,20-20
25.0,42.8,64.4,Sandy,Wheat,1,42,32,10-26-26
28.3,46.0,64.2,Sandy,Wheat,38,24,25,17-17-17
31.1,52.6,26.2,Loamy,Rice,16,13,13,20-20
32.1,53.9,37.6,Black,Rice,15,23,37,20-20
25.0,71.7,46.5,Red,Cotton,26,10,40,28-28
29.8,42.7,63.9,Clayey,Groundnuts,40,18,30,20-20
26.2,47.6,55.3,Red,Pulses,8,14,18,20-20
35.2,40.7,29.3,Black,Wheat,20,16,33,20-20
24.7,82.5,25.5,Alluvial,Maize,36,4,47,28-28
34.3,81.3,56.1,Loamy,Barley,8,25,43,20-20
34.6,41.8,64.8,Clayey,Pulses,3,39,42,10-26-26
24.9,65.3,42.3,Alluvial,Groundnuts,34,38,23,17-17-17
35.3,40.8,30.1,Sandy,Cotton,25,35,25,17-17-17
19.4,46.9,55.6,Red,Wheat,45,44,44,17-17-17
20.9,65.8,64.1,Loamy,Barley,25,11,13,20-20
23.3,58.2,53.1,Laterite,Maize,17,27,42,20-20
35.5,57.5,29.8,Alluvial,Groundnuts,45,18,2,20-20
35.2,64.8,41.4,Alluvial,Cotton,48,13,34,28-28
30.0,71.0,52.5,Alluvial,Millets,21,26,37,17-17-17
29.9,54.2,39.0,Alluvial,Sugarcane,8,41,18,10-26-26
34.8,79.7,43.6,Black,Cotton,3,11,14,20-20
22.9,44.3,42.6,Laterite,Groundnuts,12,6,18,20-20
26.5,80.1,42.2,Alluvial,Tobacco,28,46,11,14-35-14
24.0,82.7,31.1,Laterite,Barley,44,6,24,20-20
36.0,64.3,53.8,Loamy,Barley,22,6,42,20-20
24.1,62.5,41.9,Alluvial,Wheat,11,0,6,20-20
22.1,48.4,44.6,Laterite,Rice,40,3,16,20-20
18.6,46.3,47.8,Red,Cotton,33,14,23,20-20
33.6,51.0,55.7,Sandy,Rice,46,22,38,17-17-17
33.6,74.0,57.5,Alluvial,Tobacco,4,48,2,10-26-26
18.9,59.3,29.9,Black,Maize,17,1,15,20-20
21.7,49.2,34.5,Red,Barley,11,36,8,10-26-26
26.8,74.9,53.8,Black,Pulses,19,35,18,10-26-26
18.7,57.0,57.4,Black,Cotton,33,35,28,17-17-17
35.3,45.5,58.8,Red,Millets,23,26,30,17-17-17
32.8,59.8,60.5,Sandy,Maize,2,13,5,20-20
37.8,56.8,43.3,Clayey,Millets,13,19,47,20-20
36.9,84.4,26.8,Red,Millets,49,35,33,17-17-17
33.4,75.7,28.7,Loamy,Cotton,18,0,39,20-20
29.6,60.0,25.9,Sandy,Wheat,18,42,8,10-26-26
36.9,47.8,35.3,Laterite,Rice,34,31,30,17-17-17
33.2,63.5,62.0,Red,Sugarcane,31,1,44,28-28
27.1,62.2,32.5,Red,Wheat,18,6,39,20-20
24.8,66.9,62.0,Loamy,Sugarcane,8,29,48,20-20
24.1,40.4,58.3,Red,Pulses,6,19,6,20-20
28.5,81.7,26.3,Sandy,Pulses,47,3,38,28-28
36.0,66.7,33.3,Alluvial,Rice,10,17,42,20-20
19.6,70.6,41.3,Alluvial,Barley,11,28,40,20-20
30.3,68.3,54.4,Sandy,Millets,25,21,36,17-17-17
29.1,46.0,36.5,Black,Wheat,41,25,45,17-17-17
33.4,71.8,26.6,Loamy,Sugarcane,11,12,23,20-20
35.9,40.9,59.3,Black,Barley,29,49,40,17-17-17
25.1,57.6,57.2,Loamy,Wheat,12,41,35,10-26-26
37.7,77.1,64.8,Sandy,Groundnuts,18,14,45,20-20
30.8,47.7,59.4,Sandy,Rice,11,1,20,20-20
30.7,41.9,65.0,Alluvial,Sugarcane,7,8,33,DAP
18.8,84.3,38.6,Clayey,Millets,28,36,46,17-17-17
35.8,84.7,28.5,Clayey,Groundnuts,5,33,2,10-26-26
37.5,51.8,33.5,Black,Maize,16,31,33,10-26-26
26.2,43.3,41.2,Loamy,Maize,36,24,32,17-17-17
35.4,73.6,33.8,Sandy,Sugarcane,18,8,26,20-20
31.5,82.7,50.5,Sandy,Sugarcane,47,6,15,20-20
19.0,63.6,26.3,Sandy,Maize,7,6,0,20-20
37.8,54.5,58.7,Red,Millets,37,49,40,17-17-17
35.2,49.9,31.2,Black,Cotton,39,20,4,20-20
36.8,79.5,33.3,Clayey,Groundnuts,12,12,2,20-20
27.0,63.6,64.3,Red,Groundnuts,47,32,13,14-35-14
22.6,69.0,38.4,Black,Rice,44,46,36,17-17-17
27.5,78.1,38.4,Clayey,Millets,36,45,35,17-17-17
24.2,45.7,55.4,Red,Groundnuts,11,9,9,20-20
28.0,64.0,51.4,Laterite,Maize,23,41,20,20-20
24.9,48.4,38.9,Alluvial,Tobacco,34,40,6,14-35-14
26.2,48.3,62.7,Alluvial,Barley,3,37,28,10-26-26
37.7,63.5,30.6,Loamy,Groundnuts,17,12,17,20-20
20.2,68.8,64.6,Clayey,Groundnuts,35,31,16,20-20
29.8,44.0,54.4,Alluvial,Tobacco,44,9,39,28-28
31.5,69.6,33.5,Laterite,Millets,20,28,0,20-20
20.0,53.6,59.4,Clayey,Barley,8,16,30,20-20
37.3,66.0,45.9,Clayey,Millets,41,10,45,28-28
32.0,64.1,60.4,Laterite,Maize,26,12,11,20-20
24.3,66.4,52.2,Clayey,Barley,12,1,11,20-20
34.7,42.0,51.1,Clayey,Rice,40,37,31,17-17-17
24.3,63.1,34.8,Sandy,Millets,22,45,49,17-17-17
33.4,74.1,49.7,Sandy,Rice,9,20,7,20-20
30.3,77.0,46.9,Loamy,Sugarcane,31,46,15,20-20
24.9,80.5,53.9,Clayey,Pulses,13,42,15,10-26-26
22.3,84.3,58.7,Loamy,Cotton,0,43,34,10-26-26
27.8,58.2,31.8,Sandy,Cotton,32,35,15,20-20
25.8,62.4,60.0,Red,Groundnuts,3,46,0,10-26-26
18.7,48.4,55.6,Black,Tobacco,35,38,0,14-35-14
18.8,70.7,37.3,Black,Millets,9,13,13,20-20
24.9,74.3,63.2,Loamy,Millets,1,45,38,10-26-26
34.1,69.6,32.7,Clayey,Wheat,7,35,13,10-26-26
22.1,69.0,64.8,Loamy,Millets,9,8,13,20-20
36.3,62.8,46.7,Clayey,Groundnuts,48,25,10,14-35-14
26.2,42.4,47.0,Clayey,Wheat,28,33,9,14-35-14
26.8,43.0,63.3,Clayey,Barley,23,28,4,14-35-14
23.0,81.2,59.1,Black,Tobacco,45,41,24,17-17-17
28.7,65.0,29.3,Black,Millets,28,1,8,20-20
24.2,76.0,45.9,Loamy,Pulses,17,45,37,10-26-26
24.7,69.5,62.0,Alluvial,Maize,3,7,43,DAP
29.0,44.8,64.7,Clayey,Sugarcane,8,16,29,20-20
24.0,47.2,30.6,Laterite,Barley,15,36,25,10-26-26
29.4,79.8,25.7,Sandy,Millets,21,18,36,20-20
27.2,84.2,33.0,Red,Millets,45,36,38,17-17-17
26.2,70.6,64.1,Black,Pulses,27,16,1,20-20
37.2,83.6,50.0,Laterite,Cotton,40,7,23,20-20
33.5,73.3,46.5,Black,Wheat,42,8,4,Urea
21.8,64.3,34.0,Loamy,Cotton,8,15,6,20-20
32.6,83.4,57.4,Black,Millets,0,27,47,20-20
18.8,67.8,30.2,Sandy,Maize,21,23,15,20-20
27.7,62.6,34.6,Clayey,Cotton,39,38,12,14-35-14
18.3,63.5,38.4,Black,Barley,11,48,15,10-26-26
20.6,62.8,52.7,Clayey,Cotton,8,16,4,20-20
28.4,76.5,42.1,Black,Rice,12,29,19,20-20
21.5,55.2,34.0,Red,Tobacco,16,6,47,20-20
31.7,80.1,37.6,Black,Sugarcane,2,47,46,10-26-26
32.1,56.0,60.7,Red,Pulses,4,36,16,10-26-26
35.2,49.6,40.6,Alluvial,Millets,44,28,47,17-17-17
22.7,81.6,54.6,Black,Tobacco,29,22,18,20-20
26.3,57.3,54.5,Alluvial,Barley,32,18,39,20-20
36.6,70.9,26.4,Laterite,Cotton,24,3,24,20-20
36.8,62.2,28.4,Alluvial,Cotton,6,11,31,DAP
36.4,70.8,43.7,Laterite,Wheat,43,31,32,17-17-17
19.4,64.2,31.4,Clayey,Wheat,28,37,23,17-17-17
21.8,69.3,26.2,Laterite,Groundnuts,33,32,47,17-17-17
18.7,43.1,35.3,Clayey,Cotton,14,6,6,20-20
24.5,75.2,34.8,Sandy,Maize,16,12,19,20-20
36.1,81.4,46.4,Clayey,Barley,13,20,3,20-20
22.6,51.2,46.4,Clayey,Tobacco,28,13,24,20-20
19.4,82.5,55.9,Clayey,Maize,20,15,18,20-20
22.4,82.8,63.3,Red,Cotton,15,32,19,10-26-26
26.8,60.3,37.0,Sandy,Rice,35,3,29,28-28
24.6,66.6,53.6,Sandy,Millets,30,37,18,20-20
28.7,58.1,62.6,Laterite,Maize,39,4,40,28-28
26.6,55.0,41.5,Clayey,Sugarcane,20,0,19,20-20
33.1,72.8,38.9,Loamy,Millets,27,25,33,17-17-17
31.9,73.3,35.4,Sandy,Sugarcane,20,10,29,20-20
34.8,47.7,37.6,Alluvial,Cotton,23,7,6,20-20
36.8,66.1,34.5,Alluvial,Rice,45,37,0,14-35-14
29.3,42.0,56.9,Red,Sugarcane,33,27,23,17-17-17
22.0,81.4,42.7,Sandy,Groundnuts,22,31,13,14-35-14
29.3,62.7,33.1,Red,Wheat,32,35,18,20-20
27.4,79.0,59.0,Clayey,Wheat,26,10,48,28-28
36.1,71.4,39.8,Loamy,Rice,30,33,0,14-35-14
20.0,79.7,37.2,Black,Maize,29,31,3,14-35-14
36.3,58.3,52.1,Red,Tobacco,26,9,3,20-20
34.1,57.3,43.9,Alluvial,Millets,32,42,40,17-17-17
24.1,71.2,25.4,Black,Wheat,2,34,21,10-26-26
20.9,60.0,39.2,Alluvial,Sugarcane,5,20,35,20-20
32.9,47.8,26.3,Clayey,Wheat,15,6,2,20-20
18.3,44.9,39.5,Alluvial,Maize,4,27,20,20-20
33.1,71.3,44.5,Black,Maize,32,6,32,28-28
22.5,67.6,26.1,Laterite,Cotton,9,38,13,10-26-26
24.8,43.5,40.7,Black,Cotton,24,23,7,14-35-14
22.9,44.5,57.3,Clayey,Cotton,5,17,2,20-20
22.5,68.8,43.3,Black,Barley,20,14,23,20-20
18.5,61.0,27.3,Loamy,Sugarcane,34,22,25,17-17-17
28.5,45.8,44.0,Red,Tobacco,48,10,5,Urea
32.9,80.7,25.3,Clayey,Groundnuts,21,28,28,17-17-17
20.2,54.3,32.1,Black,Sugarcane,9,10,37,DAP
30.2,48.6,35.9,Black,Cotton,33,34,41,17-17-17
32.2,73.4,44.9,Loamy,Millets,45,33,13,14-35-14
33.4,45.0,26.1,Red,Barley,31,13,10,Urea
20.3,45.4,61.9,Black,Maize,47,7,26,28-28
32.2,74.3,62.5,Alluvial,Barley,30,5,36,28-28
30.9,56.8,54.7,Loamy,Pulses,40,13,46,28-28
30.0,51.6,38.3,Alluvial,Rice,30,29,7,14-35-14
24.0,47.2,26.9,Sandy,Maize,3,49,18,10-26-26
25.0,84.9,44.3,Clayey,Pulses,38,15,6,20-20
29.3,65.2,31.6,Loamy,Sugarcane,27,6,18,20-20
22.2,43.9,31.2,Alluvial,Tobacco,17,0,38,20-20
22.1,65.2,37.9,Loamy,Wheat,46,2,24,20-20
22.0,64.4,50.5,Sandy,Barley,3,38,49,10-26-26
30.3,84.8,32.1,Sandy,Cotton,24,11,24,20-20
35.6,52.7,57.2,Red,Cotton,15,30,9,20-20
26.1,79.0,62.6,Black,Cotton,14,6,8,20-20
19.0,46.6,39.0,Laterite,Tobacco,28,18,31,20-20
28.5,64.9,40.6,Red,Millets,39,7,19,20-20
25.5,66.0,42.5,Red,Tobacco,4,33,44,10-26-26
36.2,72.1,41.9,Red,Groundnuts,4,47,25,10-26-26
23.4,41.5,45.7,Red,Rice,22,32,12,14-35-14
36.5,75.2,32.2,Clayey,Sugarcane,8,2,25,20-20
28.0,69.4,58.5,Loamy,Cotton,15,43,24,10-26-26
19.5,73.2,56.8,Clayey,Pulses,37,19,41,20-20
25.2,73.9,40.0,Clayey,Wheat,5,27,16,20-20
25.1,48.0,36.8,Loamy,Maize,33,28,30,17-17-17
19.7,73.2,41.1,Black,Rice,22,0,8,20-20
25.9,80.2,58.9,Clayey,Sugarcane,14,28,35,20-20
37.3,55.7,58.3,Clayey,Cotton,15,35,15,10-26-26
25.6,69.4,28.0,Alluvial,Pulses,28,33,47,17-17-17
19.4,84.7,52.9,Black,Tobacco,46,41,42,17-17-17
34.8,41.0,34.3,Laterite,Rice,23,24,10,14-35-14
32.9,42.3,60.7,Alluvial,Millets,17,5,48,20-20
21.4,83.9,44.5,Clayey,Millets,33,16,24,20-20
36.3,61.0,38.0,Alluvial,Sugarcane,8,15,2,20-20
25.1,55.2,38.5,Loamy,Pulses,34,3,22,20-20
37.8,41.0,31.7,Clayey,Tobacco,41,1,18,20-20
27.8,69.0,61.7,Black,Rice,31,5,29,28-28
22.3,68.1,45.5,Alluvial,Groundnuts,14,35,22,10-26-26
19.6,77.9,25.4,Loamy,Pulses,33,5,46,28-28
33.6,46.6,43.9,Clayey,Sugarcane,39,29,47,17-17-17
30.9,57.9,41.9,Loamy,Sugarcane,49,35,2,14-35-14
35.8,54.5,25.5,Red,Cotton,15,10,8,20-20
34.6,72.3,26.3,Red,Groundnuts,47,20,36,20-20
34.5,53.1,57.3,Alluvial,Rice,46,26,12,14-35-14
28.6,70.8,49.9,Alluvial,Tobacco,32,10,1,Urea
36.6,51.3,54.4,Loamy,Tobacco,25,37,10,14-35-14
20.5,42.2,47.2,Loamy,Groundnuts,29,23,7,14-35-14
21.0,58.0,44.3,Red,Wheat,49,17,47,20-20
30.5,60.0,28.7,Red,Groundnuts,11,11,33,DAP
35.3,52.8,49.6,Laterite,Barley,2,22,37,20-20
26.9,42.7,56.9,Sandy,Pulses,27,45,15,20-20
21.2,63.1,48.9,Clayey,Cotton,47,33,40,17-17-17
24.2,59.7,39.4,Red,Groundnuts,31,39,9,14-35-14
28.0,48.7,44.1,Black,Rice,8,24,7,20-20
29.0,47.6,57.7,Sandy,Tobacco,43,46,22,17-17-17
25.3,67.5,61.4,Loamy,Tobacco,36,37,9,14-35-14
21.7,79.7,38.7,Clayey,Tobacco,27,40,12,14-35-14
25.7,44.3,32.6,Alluvial,Maize,7,8,41,DAP
24.9,70.9,44.9,Black,Barley,8,24,30,20-20
30.4,60.7,32.8,Laterite,Cotton,44,30,44,17-17-17
31.8,56.4,62.5,Loamy,Rice,9,28,48,20-20
22.6,65.1,56.5,Black,Barley,23,24,24,17-17-17
27.3,43.9,27.3,Laterite,Pulses,24,35,46,17-17-17
18.1,84.5,39.6,Red,Maize,17,34,45,10-26-26
22.6,57.7,35.7,Laterite,Rice,21,46,5,14-35-14
33.8,60.5,33.2,Laterite,Millets,21,35,47,17-17-17
28.7,66.8,41.6,Loamy,Sugarcane,45,19,45,20-20
25.4,82.5,53.2,Red,Millets,1,39,15,10-26-26
25.9,74.5,62.6,Clayey,Tobacco,9,11,0,20-20
32.8,75.9,33.1,Laterite,Rice,5,6,33,DAP
29.8,45.5,32.4,Clayey,Pulses,22,13,26,20-20
29.4,79.5,32.8,Loamy,Groundnuts,33,0,23,20-20
31.2,75.8,55.1,Red,Barley,41,5,40,28-28
30.7,78.7,64.3,Sandy,Rice,32,33,20,20-20
20.2,41.4,51.3,Laterite,Barley,34,46,13,14-35-14
26.5,45.7,36.9,Black,Pulses,1,26,47,20-20
24.8,83.5,48.8,Black,Maize,12,49,47,10-26-26
31.7,70.6,47.1,Black,Barley,20,37,49,20-20
35.4,53.9,46.9,Sandy,Pulses,4,9,6,20-20
28.6,52.3,62.1,Red,Tobacco,34,36,34,17-17-17
30.2,79.4,60.4,Sandy,Cotton,44,36,3,14-35-14
21.9,78.7,35.1,Sandy,Wheat,43,18,37,20-20
33.1,60.7,42.2,Alluvial,Tobacco,40,48,17,20-20
30.1,68.8,35.9,Loamy,Wheat,24,0,34,20-20
33.5,50.8,54.2,Alluvial,Sugarcane,8,3,4,20-20
27.6,53.1,48.9,Clayey,Rice,17,47,24,10-26-26
28.3,46.5,49.9,Laterite,Cotton,6,8,41,DAP
34.4,81.0,57.5,Clayey,Groundnuts,10,24,7,20-20
24.4,76.9,25.4,Black,Maize,30,5,10,20-20
33.8,81.9,29.7,Loamy,Groundnuts,40,37,34,17-17-17
31.6,63.9,28.3,Alluvial,Pulses,10,26,47,20-20
32.2,68.0,44.8,Black,Barley,33,47,32,17-17-17
26.6,58.8,26.8,Black,Groundnuts,42,4,7,Urea
18.7,75.7,48.8,Alluvial,Cotton,23,16,7,20-20
25.2,73.2,41.1,Laterite,Maize,29,45,24,17-17-17
27.6,72.5,40.7,Loamy,Pulses,39,25,35,17-17-17
25.2,57.3,44.0,Black,Tobacco,49,36,14,14-35-14
33.0,55.3,42.1,Sandy,Groundnuts,13,29,9,20-20
31.3,61.2,56.2,Loamy,Cotton,20,19,8,20-20
22.4,43.9,41.7,Black,Wheat,10,2,7,20-20
21.1,84.4,51.2,Clayey,Wheat,10,16,15,20-20
19.3,46.1,32.2,Alluvial,Tobacco,10,45,11,10-26-26
27.1,43.8,55.9,Sandy,Sugarcane,25,29,32,17-17-17
31.0,81.3,50.7,Loamy,Barley,21,47,13,14-35-14
23.1,57.6,50.8,Black,Maize,27,6,8,20-20
23.1,79.6,46.9,Black,Barley,31,2,28,28-28
35.4,71.3,34.8,Red,Barley,19,16,28,20-20
29.4,60.3,42.4,Alluvial,Tobacco,11,15,11,20-20
22.7,45.1,27.1,Clayey,Pulses,46,3,15,20-20
31.6,72.1,62.4,Alluvial,Rice,26,18,41,20-20
31.0,78.8,30.3,Black,Pulses,43,23,35,17-17-17
23.2,43.3,54.2,Sandy,Cotton,9,20,0,20-20
34.1,65.4,61.1,Loamy,Barley,22,46,12,14-35-14
22.3,60.8,49.2,Laterite,Wheat,40,42,2,14-35-14
21.0,60.0,32.1,Alluvial,Tobacco,1,38,1,10-26-26
22.6,53.1,59.0,Loamy,Pulses,23,43,12,14-35-14
19.7,84.3,48.5,Alluvial,Wheat,47,19,48,20-20
37.5,62.8,26.8,Clayey,Cotton,31,13,5,Urea
27.2,47.3,58.2,Clayey,Groundnuts,11,9,7,20-20
25.1,68.3,60.4,Black,Cotton,18,38,16,10-26-26
23.7,55.7,44.7,Red,Rice,33,45,26,17-17-17
24.9,65.3,48.7,Sandy,Rice,46,4,36,28-28
31.6,80.1,26.6,Black,Sugarcane,8,27,26,20-20
25.4,68.2,44.6,Black,Tobacco,31,48,28,17-17-17
22.1,51.1,62.3,Loamy,Maize,19,30,35,20-20
26.2,51.8,48.0,Laterite,Groundnuts,35,5,0,Urea
36.6,50.7,42.0,Sandy,Barley,28,44,36,17-17-17
18.8,84.5,26.9,Black,Pulses,11,41,3,10-26-26
20.7,51.5,63.9,Red,Tobacco,19,33,40,10-26-26
26.7,52.3,48.6,Laterite,Wheat,41,49,31,17-17-17
22.8,70.6,44.7,Clayey,Groundnuts,45,12,38,28-28
24.4,46.8,57.4,Red,Sugarcane,39,3,1,Urea
19.2,65.0,56.7,Laterite,Maize,41,29,33,17-17-17
25.2,64.5,44.5,Laterite,Sugarcane,26,21,47,17-17-17
25.7,41.5,41.1,Laterite,Maize,41,7,36,28-28
34.7,48.0,31.4,Sandy,Groundnuts,37,36,16,20-20
37.1,73.5,47.7,Alluvial,Millets,21,21,6,14-35-14
28.4,63.4,27.9,Clayey,Sugarcane,20,29,49,20-20
18.2,65.8,53.7,Black,Tobacco,36,2,6,Urea
37.2,50.2,54.0,Alluvial,Cotton,36,1,30,28-28
25.6,42.0,38.4,Black,Groundnuts,45,31,0,14-35-14
34.7,68.0,26.5,Sandy,Pulses,37,1,38,28-28
34.2,62.7,53.1,Clayey,Tobacco,37,2,42,28-28
37.2,43.0,42.2,Clayey,Sugarcane,35,47,27,17-17-17
25.6,76.4,48.4,Black,Rice,27,33,38,17-17-17
29.2,47.1,54.5,Alluvial,Wheat,38,14,7,Urea
23.1,72.8,64.8,Red,Wheat,37,15,24,20-20
19.0,72.6,25.9,Alluvial,Maize,24,9,26,20-20
34.4,56.9,58.6,Laterite,Maize,25,49,41,17-17-17
30.6,82.1,35.3,Alluvial,Pulses,11,14,27,20-20
37.3,79.4,60.0,Laterite,Wheat,37,42,24,17-17-17
25.3,45.6,30.8,Black,Sugarcane,4,4,32,DAP
29.4,79.2,50.8,Sandy,Sugarcane,31,46,41,17-17-17
25.9,79.6,64.2,Clayey,Barley,44,19,26,20-20
30.9,42.0,46.7,Loamy,Wheat,48,28,0,14-35-14
26.6,78.2,56.1,Loamy,Sugarcane,7,41,35,10-26-26
24.8,84.9,58.0,Red,Millets,44,22,16,20-20
34.2,40.6,61.2,Laterite,Pulses,3,19,39,20-20
32.4,49.3,31.4,Clayey,Pulses,22,23,48,17-17-17
